symbol,isin,stock_name,issuer_name,face_value,country,industry,outstanding_shares,
BYKE,INE319B01014,The Byke Hospitality Ltd,The Byke Hospitality Ltd,10,INDIA,,#N/A,
CADILAHC,INE010B01027,Cadila Healthcare Limited,Cadila Healthcare Limited,1,INDIA,PHARMA,PHARMACEUTICALS,
CALSOFT,INE526B01014,California Software Company Limited,California Software Company Limited,10,INDIA,IT,#N/A,
CAMLINFINE,INE052I01032,Camlin Fine Sciences Limited,Camlin Fine Sciences Limited,1,INDIA,,#N/A,
CANBK,INE476A01014,Canara Bank,Canara Bank,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
CANDC,INE874H01015,C & C Constructions Limited,C & C Constructions Limited,10,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
CANFINHOME,INE477A01020,Can Fin Homes Limited,Can Fin Homes Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - HOUSING,
CANTABIL,INE068L01016,Cantabil Retail India Limited,Cantabil Retail India Limited,10,INDIA,CONSUMER GOODS,RETAIL,
CAPACITE,INE264T01014,Capacit'e Infraprojects Limited,Capacit'e Infraprojects Limited,10,INDIA,CONSTRUCTION,#N/A,
CAPF,INE688I01017,Capital First Limited,Capital First Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - GENERAL,
CAPLIPOINT,INE475E01026,Caplin Point Laboratories Limited,Caplin Point Laboratories Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
CAPTRUST,INE707C01018,Capital Trust Limited,Capital Trust Limited,10,INDIA,,#N/A,
CARBORUNIV,INE120A01034,Carborundum Universal Limited,Carborundum Universal Limited,1,INDIA,INDUSTRIAL MANUFACTURING,ABRASIVES,
CAREERP,INE521J01018,Career Point Limited,Career Point Limited,10,INDIA,,#N/A,
CARERATING,INE752H01013,CARE Ratings Limited,CARE Ratings Limited,10,INDIA,FINANCIAL SERVICES,MISCELLANEOUS,
CASTEXTECH,INE068D01021,Castex Technologies Limited,Castex Technologies Limited,2,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
CASTROLIND,INE172A01027,Castrol India Limited,Castrol India Limited,5,INDIA,ENERGY,LUBRICANTS,
CCCL,INE429I01024,Consolidated Construction Consortium Limited,Consolidated Construction Consortium Limited,2,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
CCHHL,INE652F01027,Country Club Hospitality & Holidays Limited,Country Club Hospitality & Holidays Limited,2,INDIA,,#N/A,
CCL,INE421D01022,CCL Products (India) Limited,CCL Products (India) Limited,2,INDIA,CONSUMER GOODS,PLANTATIONS - TEA & COFFEE,
CDSL,INE736A01011,Central Depository Services (India) Limited,Central Depository Services (India) Limited,10,INDIA,FINANCIAL SERVICES,#N/A,
CEATLTD,INE482A01020,CEAT Limited,CEAT Limited,10,INDIA,AUTOMOBILE,TYRES,
CEBBCO,INE209L01016,Commercial Engineers & Body Builders Co Limited,Commercial Engineers & Body Builders Co Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
CELEBRITY,INE185H01016,Celebrity Fashions Limited,Celebrity Fashions Limited,10,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
CELESTIAL,INE221I01017,Celestial Biolabs Limited,Celestial Biolabs Limited,10,INDIA,,#N/A,
CENTENKA,INE485A01015,Century Enka Limited,Century Enka Limited,10,INDIA,,#N/A,
CENTEXT,INE281A01026,Century Extrusions Limited,Century Extrusions Limited,1,INDIA,,#N/A,
CENTRALBK,INE483A01010,Central Bank of India,Central Bank of India,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
CENTRUM,INE660C01027,,,,INDIA,,#N/A,
CENTUM,INE320B01020,Centum Electronics Limited,Centum Electronics Limited,10,INDIA,,#N/A,
CENTURYPLY,INE348B01021,Century Plyboards (India) Limited,Century Plyboards (India) Limited,1,INDIA,CONSUMER GOODS,MISCELLANEOUS,
CENTURYTEX,INE055A01016,Century Textiles & Industries Limited,Century Textiles & Industries Limited,10,INDIA,CEMENT & CEMENT PRODUCTS,DIVERSIFIED,
CERA,INE739E01017,Cera Sanitaryware Limited,Cera Sanitaryware Limited,5,INDIA,CONSTRUCTION,CERAMICS & GRANITE,
CEREBRAINT,INE345B01019,Cerebra Integrated Technologies Limited,Cerebra Integrated Technologies Limited,10,INDIA,IT,COMPUTERS - HARDWARE,
CES1RPG,INF579M01AC5,,,,INDIA,,#N/A,
CESC,INE486A01013,CESC Limited,CESC Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,ENERGY
CGCL,INE180C01026,Capri Global Capital Limited,Capri Global Capital Limited,2,INDIA,,#N/A,
CGPOWER,INE067A01029,CG Power and Industrial Solutions Limited,CG Power and Industrial Solutions Limited,2,INDIA,INDUSTRIAL MANUFACTURING,ELECTRIC EQUIPMENT,
CHAMBLFERT,INE085A01013,Chambal Fertilizers & Chemicals Limited,Chambal Fertilizers & Chemicals Limited,10,INDIA,FERTILISERS & PESTICIDES,FERTILISERS,
CHEMFAB,INE783X01023,,,,INDIA,,#N/A,
CHENNPETRO,INE178A01016,Chennai Petroleum Corporation Limited,Chennai Petroleum Corporation Limited,10,INDIA,ENERGY,REFINERIES,
CHOLAFIN,INE121A01016,Cholamandalam Investment and Finance Company Limited,Cholamandalam Investment and Finance Company Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
CHROMATIC,INE662C01015,Chromatic India Limited,Chromatic India Limited,10,INDIA,,#N/A,
CIGNITITEC,INE675C01017,Cigniti Technologies Limited,Cigniti Technologies Limited,10,INDIA,IT,COMPUTERS - SOFTWARE,
CIMMCO,INE184C01028,Cimmco Limited,Cimmco Limited,10,INDIA,,#N/A,
CINELINE,INE704H01022,Cineline India Limited,Cineline India Limited,5,INDIA,,#N/A,
CINEVISTA,INE039B01026,Cinevista Limited,Cinevista Limited,2,INDIA,,#N/A,
CIPLA,INE059A01026,Cipla Limited,Cipla Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
CLEDUCATE,INE201M01011,CL Educate Limited,CL Educate Limited,10,INDIA,,#N/A,
CLNINDIA,INE492A01029,Clariant Chemicals (India) Limited,Clariant Chemicals (India) Limited,10,INDIA,CHEMICALS,CHEMICALS,
CMICABLES,INE981B01011,CMI Limited,CMI Limited,10,INDIA,,#N/A,
CMMIPL,INE289S01013,,,,INDIA,,#N/A,
CNOVAPETRO,INE672K01025,CIL Nova Petrochemicals Limited,CIL Nova Petrochemicals Limited,10,INDIA,CHEMICALS,CHEMICALS,
COALINDIA,INE522F01014,Coal India Limited,Coal India Limited,10,INDIA,METALS,MINING & MINERALS,
COCHINSHIP,INE704P01017,Cochin Shipyard Limited,Cochin Shipyard Limited,10,INDIA,INDUSTRIAL MANUFACTURING,SHIPPING,
COFFEEDAY,INE335K01011,Coffee Day Enterprises Limited,Coffee Day Enterprises Limited,10,INDIA,CONSUMER GOODS,FOOD PROCESSING,
COLPAL,INE259A01022,Colgate Palmolive (India) Limited,Colgate Palmolive (India) Limited,1,INDIA,CONSUMER GOODS,PERSONAL CARE,
COMPINFO,INE070C01037,Compuage Infocom Limited,Compuage Infocom Limited,2,INDIA,IT,COMPUTERS - SOFTWARE,
COMPUSOFT,INE453B01029,Compucom Software Limited,Compucom Software Limited,2,INDIA,IT,#N/A,
CONCOR,INE111A01025,Container Corporation of India Limited,Container Corporation of India Limited,10,INDIA,SERVICES,TRANSPORT & LOGISTICS,
CONSOFINVT,INE025A01027,Consolidated Finvest & Holdings Limited,Consolidated Finvest & Holdings Limited,10,INDIA,,#N/A,
CONTROLPR,INE663B01015,Control Print Limited,Control Print Limited,10,INDIA,,#N/A,
CORALFINAC,INE558D01021,Coral India Finance & Housing Limited,Coral India Finance & Housing Limited,2,INDIA,FINANCIAL SERVICES,FINANCE - HOUSING,
CORDSCABLE,INE792I01017,Cords Cable Industries Limited,Cords Cable Industries Limited,10,INDIA,,#N/A,
COROMANDEL,INE169A01031,Coromandel International Limited,Coromandel International Limited,1,INDIA,FERTILISERS & PESTICIDES,FERTILISERS,
CORPBANK,INE112A01023,Corporation Bank,Corporation Bank,2,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,FINANCIAL SERVICES
COSMOFILMS,INE757A01017,Cosmo Films Limited,Cosmo Films Limited,10,INDIA,,#N/A,
COUNCODOS,INE695B01025,Country Condo's Limited,Country Condo's Limited,1,INDIA,,#N/A,
COX&KINGS,INE008I01026,Cox & Kings Limited,Cox & Kings Limited,5,INDIA,,#N/A,
CPSEETF,INF457M01133,,,,INDIA,,#N/A,
CREST,INE559D01011,Crest Ventures Limited,Crest Ventures Limited,10,INDIA,,#N/A,
CRISIL,INE007A01025,CRISIL Limited,CRISIL Limited,1,INDIA,FINANCIAL SERVICES,MISCELLANEOUS,
CRMFGETF,INF760K01BR1,,,,INDIA,,#N/A,
CROMPTON,INE299U01018,Crompton Greaves Consumer Electricals Limited,Crompton Greaves Consumer Electricals Limited,2,INDIA,CONSUMER GOODS,ELECTRICALS,
CTE,INE627H01017,Cambridge Technology Enterprises Limited,Cambridge Technology Enterprises Limited,10,INDIA,IT,COMPUTERS - SOFTWARE,
CUB,INE491A01021,City Union Bank Limited,City Union Bank Limited,1,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
CUBEXTUB,INE144D01012,Cubex Tubings Limited,Cubex Tubings Limited,10,INDIA,,#N/A,
CUMMINSIND,INE298A01020,Cummins India Limited,Cummins India Limited,2,INDIA,INDUSTRIAL MANUFACTURING,ENGINES,
CUPID,INE509F01011,Cupid Limited,Cupid Limited,10,INDIA,,#N/A,
CYBERMEDIA,INE278G01037,Cyber Media (India) Limited,Cyber Media (India) Limited,10,INDIA,,#N/A,
CYBERTECH,INE214A01019,Cybertech Systems And Software Limited,Cybertech Systems And Software Limited,10,INDIA,IT,#N/A,
CYIENT,INE136B01020,Cyient Limited,Cyient Limited,5,INDIA,IT,COMPUTERS - SOFTWARE,
DAAWAT,INE818H01020,LT Foods Limited,LT Foods Limited,1,INDIA,CONSUMER GOODS,FOOD PROCESSING,
DABUR,INE016A01026,Dabur India Limited,Dabur India Limited,1,INDIA,CONSUMER GOODS,PERSONAL CARE,
DALMIABHA,INE439L01019,Dalmia Bharat Limited,Dalmia Bharat Limited,2,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,CEMENT & CEMENT PRODUCTS
DALMIASUG,INE495A01022,Dalmia Bharat Sugar and Industries Limited,Dalmia Bharat Sugar and Industries Limited,2,INDIA,CONSUMER GOODS,SUGAR,
DAMODARIND,INE497D01014,Damodar Industries Limited,Damodar Industries Limited,10,INDIA,,#N/A,
DATAMATICS,INE365B01017,Datamatics Global Services Limited,Datamatics Global Services Limited,5,INDIA,,#N/A,
DBCORP,INE950I01011,D.B.Corp Limited,D.B.Corp Limited,10,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
DBL,INE917M01012,Dilip Buildcon Limited,Dilip Buildcon Limited,10,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
DBREALTY,INE879I01012,D B Realty Limited,D B Realty Limited,10,INDIA,CONSTRUCTION,#N/A,
DCAL,INE385W01011,Dishman Carbogen Amcis Limited,Dishman Carbogen Amcis Limited,2,INDIA,PHARMA,#N/A,
DCBBANK,INE503A01015,DCB Bank Limited,DCB Bank Limited,10,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
DCM,INE498A01018,DCM  Limited,DCM  Limited,10,INDIA,,#N/A,
DCMSHRIRAM,INE499A01024,DCM Shriram Limited,DCM Shriram Limited,2,INDIA,CONSUMER GOODS,DIVERSIFIED,
DCW,INE500A01029,DCW Limited,DCW Limited,2,INDIA,,#N/A,
DECCANCE,INE583C01021,Deccan Cements Limited,Deccan Cements Limited,5,INDIA,,#N/A,
DEEPAKFERT,INE501A01019,Deepak Fertilizers and Petrochemicals Corporation Limited,Deepak Fertilizers and Petrochemicals Corporation Limited,10,INDIA,CHEMICALS,FERTILISERS,
DEEPAKNTR,INE288B01029,Deepak Nitrite Limited,Deepak Nitrite Limited,2,INDIA,,#N/A,
DEEPIND,INE677H01012,Deep Industries Limited,Deep Industries Limited,10,INDIA,,#N/A,
DELTACORP,INE124G01033,Delta Corp Limited,Delta Corp Limited,1,INDIA,SERVICES,CONSTRUCTION & CONTRACTING - REAL ESTATE,
DELTAMAGNT,INE393A01011,Delta Magnets Limited,Delta Magnets Limited,10,INDIA,,#N/A,
DEN,INE947J01015,Den Networks Limited,Den Networks Limited,10,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
DENABANK,INE077A01010,Dena Bank,Dena Bank,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
DENORA,INE244A01016,De Nora India Limited,De Nora India Limited,10,INDIA,,#N/A,
DFMFOODS,INE456C01012,DFM Foods Limited,DFM Foods Limited,10,INDIA,CONSUMER GOODS,FOOD PROCESSING,
DHAMPURSUG,INE041A01016,Dhampur Sugar Mills Limited,Dhampur Sugar Mills Limited,10,INDIA,CONSUMER GOODS,SUGAR,
DHANBANK,INE680A01011,Dhanlaxmi Bank Limited,Dhanlaxmi Bank Limited,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
DHANUKA,INE435G01025,Dhanuka Agritech Limited,Dhanuka Agritech Limited,2,INDIA,FERTILISERS & PESTICIDES,PESTICIDES & AGRO CHEMICALS,FERTILISERS & PESTICIDES
DHARSUGAR,INE988C01014,Dharani Sugars & Chemicals Limited,Dharani Sugars & Chemicals Limited,10,INDIA,CONSUMER GOODS,SUGAR,
DHFL,INE202B01012,Dewan Housing Finance Corporation Limited,Dewan Housing Finance Corporation Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - HOUSING,
DHUNINV,INE320L01011,Dhunseri Investments Limited,Dhunseri Investments Limited,10,INDIA,,#N/A,
DIAMONDYD,INE393P01035,,,,INDIA,,#N/A,
DIAPOWER,INE989C01012,Diamond Power Infra Ltd,Diamond Power Infra Ltd,10,INDIA,ENERGY,#N/A,
DICIND,INE303A01010,DIC India Limited,DIC India Limited,10,INDIA,,#N/A,
DIGJAMLTD,INE731U01010,Digjam Limited,Digjam Limited,10,INDIA,,#N/A,
DISHTV,INE836F01026,Dish TV India Limited,Dish TV India Limited,1,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
DIVISLAB,INE361B01024,Divi's Laboratories Limited,Divi's Laboratories Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
DIXON,INE935N01012,Dixon Technologies (India) Limited,Dixon Technologies (India) Limited,10,INDIA,CONSUMER GOODS,#N/A,
DLF,INE271C01023,DLF Limited,DLF Limited,2,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,
DLINKINDIA,INE250K01012,D-Link (India) Limited,D-Link (India) Limited,2,INDIA,,#N/A,
DMART,INE192R01011,Avenue Supermarts Limited,Avenue Supermarts Limited,10,INDIA,CONSUMER GOODS,RETAIL,
DNAMEDIA,INE016M01021,,,,INDIA,,#N/A,
DOLLAR,INE325C01035,Dollar Industries Limited,Dollar Industries Limited,2,INDIA,,#N/A,
DOLPHINOFF,INE920A01011,Dolphin Offshore Enterprises (India) Limited,Dolphin Offshore Enterprises (India) Limited,10,INDIA,,#N/A,
DONEAR,INE668D01028,Donear Industries Limited,Donear Industries Limited,2,INDIA,,#N/A,
DPABHUSHAN,INE266Y01019,,,,INDIA,,#N/A,
DPL,INE477B01010,Dhunseri Petrochem Limited,Dhunseri Petrochem Limited,10,INDIA,,#N/A,
DPSCLTD,INE360C01024,DPSC Limited,DPSC Limited,1,INDIA,,#N/A,
DQE,INE656K01010,DQ Entertainment (International) Limited,DQ Entertainment (International) Limited,10,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
DREDGECORP,INE506A01018,Dredging Corporation of India Limited,Dredging Corporation of India Limited,10,INDIA,SERVICES,#N/A,
DRL,INE704V01015,,,,INDIA,,#N/A,
DRREDDY,INE089A01023,Dr. Reddy's Laboratories Limited,Dr. Reddy's Laboratories Limited,5,INDIA,PHARMA,PHARMACEUTICALS,
DSSL,INE417B01040,Dynacons Systems & Solutions Limited,Dynacons Systems & Solutions Limited,10,INDIA,,#N/A,
DTIL,INE341R01014,Dhunseri Tea & Industries Limited,Dhunseri Tea & Industries Limited,10,INDIA,,#N/A,
DUCON,INE741L01018,Ducon Infratechnologies Limited,Ducon Infratechnologies Limited,1,INDIA,IT,COMPUTERS - SOFTWARE,
DWARKESH,INE366A01041,Dwarikesh Sugar Industries Limited,Dwarikesh Sugar Industries Limited,1,INDIA,CONSUMER GOODS,SUGAR,
DYNAMATECH,INE221B01012,Dynamatic Technologies Limited,Dynamatic Technologies Limited,10,INDIA,,PUMP,
DYNPRO,INE256H01015,Dynemic Products Limited,Dynemic Products Limited,10,INDIA,,#N/A,
E2E,INE255Z01019,,,,INDIA,,#N/A,
EASTSILK,INE962C01027,Eastern Silk Industries Limited,Eastern Silk Industries Limited,2,INDIA,,#N/A,
EASUNREYRL,INE268C01029,Easun Reyrolle Limited,Easun Reyrolle Limited,2,INDIA,,#N/A,
ECEIND,INE588B01014,ECE Industries Limited,ECE Industries Limited,10,INDIA,,#N/A,
ECLERX,INE738I01010,eClerx Services Limited,eClerx Services Limited,10,INDIA,IT,COMPUTERS - SOFTWARE MEDIUM & SMALL,
ECLFINANCE,INE804I07SI2,,,,INDIA,,#N/A,
EDELWEISS,INE532F01054,Edelweiss Financial Services Limited,Edelweiss Financial Services Limited,1,INDIA,FINANCIAL SERVICES,FINANCE - GENERAL,
EDL,INE180G01019,Empee Distilleries Limited,Empee Distilleries Limited,10,INDIA,,#N/A,
EDUCOMP,INE216H01027,Educomp Solutions Limited,Educomp Solutions Limited,2,INDIA,,#N/A,
EHFLNCD,INE530L07178,,,,INDIA,,#N/A,
EICHERMOT,INE066A01013,Eicher Motors Limited,Eicher Motors Limited,10,INDIA,AUTOMOBILE,AUTO - LCVS & HCVS,
EIDPARRY,INE126A01031,EID Parry India Limited,EID Parry India Limited,1,INDIA,FERTILISERS & PESTICIDES,SUGAR,
EIFFL,INE546V01010,,,,INDIA,,#N/A,
EIHAHOTELS,INE276C01014,EIH Associated Hotels Limited,EIH Associated Hotels Limited,10,INDIA,SERVICES,HOTELS,
EIHOTEL,INE230A01023,EIH Limited,EIH Limited,2,INDIA,SERVICES,HOTELS,
EIMCOELECO,INE158B01016,Eimco Elecon (India) Limited,Eimco Elecon (India) Limited,10,INDIA,,#N/A,
EKC,INE184H01027,Everest Kanto Cylinder Limited,Everest Kanto Cylinder Limited,2,INDIA,,#N/A,
ELAND,INE311H01018,E-Land Apparel Limited,E-Land Apparel Limited,10,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
ELECON,INE205B01023,Elecon Engineering Company Limited,Elecon Engineering Company Limited,2,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
ELECTCAST,INE086A01029,Electrosteel Castings Limited,Electrosteel Castings Limited,1,INDIA,METALS,#N/A,
ELECTHERM,INE822G01016,Electrotherm (India) Limited,Electrotherm (India) Limited,10,INDIA,,#N/A,
ELECTROSL,INE481K01021,,,,INDIA,,#N/A,
ELGIEQUIP,INE285A01027,Elgi Equipments Limited,Elgi Equipments Limited,1,INDIA,#N/A,COMPRESSORS,#N/A
ELGIRUBCO,INE819L01012,Elgi Rubber Company Limited,Elgi Rubber Company Limited,1,INDIA,,#N/A,
EMAMIINFRA,INE778K01012,Emami Infrastructure Limited,Emami Infrastructure Limited,2,INDIA,CONSTRUCTION,#N/A,
EMAMILTD,INE548C01032,Emami Limited,Emami Limited,1,INDIA,CONSUMER GOODS,PERSONAL CARE,
EMCO,INE078A01026,Emco Limited,Emco Limited,2,INDIA,,#N/A,
EMKAY,INE296H01011,Emkay Global Financial Services Limited,Emkay Global Financial Services Limited,10,INDIA,,#N/A,
EMMBI,INE753K01015,Emmbi Industries Limited,Emmbi Industries Limited,10,INDIA,,#N/A,
EMOFSR1RDP,INF754K01IS7,,,,INDIA,,#N/A,
EMOFSR1RGG,INF754K01IR9,,,,INDIA,,#N/A,
ENDURANCE,INE913H01037,Endurance Technologies Limited,Endurance Technologies Limited,10,INDIA,AUTOMOBILE,AUTO - 2 & 3 WHEELERS,
ENERGYDEV,INE306C01019,Energy Development Company Limited,Energy Development Company Limited,10,INDIA,,#N/A,
ENGINERSIN,INE510A01028,Engineers India Limited,Engineers India Limited,5,INDIA,CONSTRUCTION,INFRASTRUCTURE - GENERAL,
ENIL,INE265F01028,Entertainment Network (India) Limited,Entertainment Network (India) Limited,10,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT
EON,INE076H01025,Eon Electric Limited,Eon Electric Limited,5,INDIA,,#N/A,
EQ30,INF754K01EM9,,,,INDIA,,#N/A,
EQUITAS,INE988K01017,Equitas Holdings Limited,Equitas Holdings Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - GENERAL,
ERFLNCDI,INE528S07102,,,,INDIA,,#N/A,
ERIS,INE406M01024,Eris Lifesciences Limited,Eris Lifesciences Limited,1,INDIA,PHARMA,#N/A,
EROSMEDIA,INE416L01017,Eros International Media Limited,Eros International Media Limited,10,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
ESABINDIA,INE284A01012,Esab India Limited,Esab India Limited,10,INDIA,,#N/A,
ESCORTS,INE042A01014,Escorts Limited,Escorts Limited,10,INDIA,AUTOMOBILE,AUTO - TRACTORS,
ESSARSHPNG,INE122M01019,Essar Shipping Limited,Essar Shipping Limited,10,INDIA,SERVICES,SHIPPING,
ESSDEE,INE825H01017,Ess Dee Aluminium Limited,Ess Dee Aluminium Limited,10,INDIA,,#N/A,
ESSELPACK,INE255A01020,Essel Propack Limited,Essel Propack Limited,2,INDIA,INDUSTRIAL MANUFACTURING,PACKAGING,INDUSTRIAL MANUFACTURING
ESTER,INE778B01029,Ester Industries Limited,Ester Industries Limited,5,INDIA,,#N/A,
EUROCERA,INE649H01011,Euro Ceramics Limited,Euro Ceramics Limited,10,INDIA,,#N/A,
EUROTEXIND,INE022C01012,Eurotex Industries and Exports Limited,Eurotex Industries and Exports Limited,10,INDIA,,#N/A,
EVEREADY,INE128A01029,Eveready Industries India Limited,Eveready Industries India Limited,5,INDIA,CONSUMER GOODS,DRY CELLS,
EVERESTIND,INE295A01018,Everest Industries Limited,Everest Industries Limited,10,INDIA,,#N/A,
EXCEL,INE688J01015,Excel Realty N Infra Limited,Excel Realty N Infra Limited,10,INDIA,CONSTRUCTION,#N/A,
EXCELCROP,INE223G01017,Excel Crop Care Limited,Excel Crop Care Limited,5,INDIA,,#N/A,
EXCELINDUS,INE369A01029,Excel Industries Limited,Excel Industries Limited,5,INDIA,,#N/A,
EXIDEIND,INE302A01020,Exide Industries Limited,Exide Industries Limited,1,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
FACT,INE188A01015,Fertilizers and Chemicals Travancore Limited,Fertilizers and Chemicals Travancore Limited,10,INDIA,FERTILISERS & PESTICIDES,FERTILISERS,
FAIRCHEM,INE959A01019,Fairchem Speciality Limited,Fairchem Speciality Limited,10,INDIA,,#N/A,
FCL,INE045J01026,Fineotex Chemical Limited,Fineotex Chemical Limited,2,INDIA,CHEMICALS,CHEMICALS,
FCONSUMER,INE220J01025,Future Consumer Limited,Future Consumer Limited,6,INDIA,CONSUMER GOODS,FOOD PROCESSING,
FCSSOFT,INE512B01022,,,,INDIA,,#N/A,
FDC,INE258B01022,FDC Limited,FDC Limited,1,INDIA,PHARMA,PHARMACEUTICALS,CONSUMER GOODS
FEDDERELEC,INE249C01011,Fedders Electric and Engineering Limited,Fedders Electric and Engineering Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
FEDERALBNK,INE171A01029,The Federal Bank  Limited,The Federal Bank  Limited,2,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
FEL,INE623B01027,Future Enterprises Limited,Future Enterprises Limited,2,INDIA,,#N/A,
FELDVR,IN9623B01058,Future Enterprises Limited,Future Enterprises Limited,2,INDIA,,#N/A,
FIEMIND,INE737H01014,Fiem Industries Limited,Fiem Industries Limited,10,INDIA,,#N/A,
FILATEX,INE816B01027,Filatex India Limited,Filatex India Limited,10,INDIA,,#N/A,
FINCABLES,INE235A01022,Finolex Cables Limited,Finolex Cables Limited,2,INDIA,INDUSTRIAL MANUFACTURING,CABLES - TELEPHONE,
FINEORG,INE686Y01026,,,,INDIA,,#N/A,
FINPIPE,INE183A01016,Finolex Industries Limited,Finolex Industries Limited,10,INDIA,INDUSTRIAL MANUFACTURING,PETROCHEMICALS,
FIVECORE,INE574Z01013,,,,INDIA,,#N/A,
FLEXITUFF,INE060J01017,Flexituff International Limited,Flexituff International Limited,10,INDIA,,#N/A,
FLFL,INE452O01016,Future Lifestyle Fashions Limited,Future Lifestyle Fashions Limited,2,INDIA,CONSUMER GOODS,RETAIL,
FMGOETZE,INE529A01010,Federal-Mogul Goetze (India) Limited.,Federal-Mogul Goetze (India) Limited.,10,INDIA,,#N/A,
FMNL,INE360L01017,Future Market Networks Limited,Future Market Networks Limited,10,INDIA,,#N/A,
FORTIS,INE061F01013,Fortis Healthcare Limited,Fortis Healthcare Limited,10,INDIA,HEALTHCARE SERVICES,HOSPITALS & MEDICAL SERVICES,HEALTHCARE SERVICES
FORTUNEFIN,INE924D01017,Fortune Financial Services (India) Limited,Fortune Financial Services (India) Limited,10,INDIA,,#N/A,
FOSECOIND,INE519A01011,Foseco India Limited,Foseco India Limited,10,INDIA,,#N/A,
FOURTHDIM,INE382T01014,,,,INDIA,,#N/A,
FRETAIL,INE752P01024,Future Retail Limited,Future Retail Limited,2,INDIA,CONSUMER GOODS,RETAIL,
FSC,INE935Q01015,,,,INDIA,,#N/A,
FSL,INE684F01012,Firstsource Solutions Limited,Firstsource Solutions Limited,10,INDIA,IT,COMPUTERS - SOFTWARE MEDIUM & SMALL,
GABRIEL,INE524A01029,Gabriel India Limited,Gabriel India Limited,1,INDIA,,#N/A,
GAEL,INE036B01022,Gujarat Ambuja Exports Limited,Gujarat Ambuja Exports Limited,2,INDIA,,#N/A,
GAIL,INE129A01019,GAIL (India) Limited,GAIL (India) Limited,10,INDIA,ENERGY,OIL DRILLING AND EXPLORATION,
GAL,INE482J01021,Gyscoal Alloys Limited,Gyscoal Alloys Limited,1,INDIA,,#N/A,
GALAXYSURF,INE600K01018,,,,INDIA,,#N/A,
GALLANTT,INE297H01019,,,,INDIA,,#N/A,
GALLISPAT,INE528K01011,,,,INDIA,,#N/A,
