Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
20-Apr-23,ACCURACY,15.85,17.15,-0.0788,0.0375,0.0379,0.7241
20-Apr-23,ACCUVANT,10.15,10.15,0,0,0,0
20-Apr-23,ACE,411.65,413.4,-0.0042,0.0287,0.0287,0.5483
20-Apr-23,ACEEXPO,7,7,0,0,0,0
20-Apr-23,ACEINTEG,38.95,38.5,0.0116,0.029,0.029,0.554
20-Apr-23,ACESTONE,9.45,9.45,0,0,0,0
20-Apr-23,ACI,529.75,529.7,0.0001,0.0149,0.0149,0.2847
20-Apr-23,ADANIENT,1842.9,1853.8,-0.0059,0.0479,0.0478,0.9132
20-Apr-23,ADANIGREEN,933.05,935.8,-0.0029,0.0408,0.0407,0.7776
20-Apr-23,ADANIPORTS,666.1,658.4,0.0116,0.0308,0.0308,0.5884
20-Apr-23,ADANIPOWER,195.9,187.3,0.0449,0.0359,0.0359,0.6859
20-Apr-23,ADANITRANS,1011.15,1017.7,-0.0065,0.0395,0.0394,0.7527
20-Apr-23,ADBML,10,10,0,0,0,0
20-Apr-23,ADFFOODS,767.35,751.8,0.0205,0.0237,0.0237,0.4528
20-Apr-23,ADL,67.45,67,0.0067,0.0279,0.0279,0.533
20-Apr-23,ADORWELD,1078.7,1019.65,0.0563,0.026,0.0262,0.5006
20-Apr-23,ADROITINFO,24.25,24.75,-0.0204,0.0421,0.042,0.8024
20-Apr-23,ADSL,81.05,80.7,0.0043,0.0326,0.0326,0.6228
20-Apr-23,ADTECH,25.9,25.9,0,0,0,0
20-Apr-23,ADVANIHOTR,78.7,76.8,0.0244,0.0267,0.0267,0.5101
20-Apr-23,ADVENTZSEC,50.35,50.35,0,0,0,0
20-Apr-23,ADVENZYMES,257.4,250.65,0.0266,0.0225,0.0225,0.4299
20-Apr-23,AEGISCHEM,388.2,391.2,-0.0077,0.0295,0.0294,0.5617
20-Apr-23,AEL,10,10,0,0,0,0
20-Apr-23,AETHER,974.8,972.9,0.002,0.0153,0.0152,0.2904
20-Apr-23,AFDIL,145.5,145.5,0,0,0,0
20-Apr-23,AFFLE,908.7,912.5,-0.0042,0.023,0.023,0.4394
20-Apr-23,AGARIND,600.85,598.05,0.0047,0.0308,0.0307,0.5865
20-Apr-23,AGI,396.05,390.6,0.0139,0.0341,0.034,0.6496
20-Apr-23,AGRITECH,94.6,95.65,-0.011,0.0366,0.0365,0.6973
20-Apr-23,AGROPHOS,37.65,37.9,-0.0066,0.0429,0.0428,0.8177
20-Apr-23,AGSTRA,50.75,51,-0.0049,0.0234,0.0233,0.4451
20-Apr-23,AHL,241.1,239,0.0087,0.0189,0.0189,0.3611
20-Apr-23,AHLADA,95.05,96.7,-0.0172,0.0324,0.0324,0.619
20-Apr-23,AHLEAST,118.7,113.05,0.0488,0.0291,0.0292,0.5579
20-Apr-23,AHLUCONT,519.45,525.65,-0.0119,0.0251,0.025,0.4776
20-Apr-23,AIAENG,2746.2,2745.85,0.0001,0.0177,0.0177,0.3382
20-Apr-23,AIRAN,15,15.15,-0.01,0.0278,0.0277,0.5292
20-Apr-23,AIROLAM,69.8,73.85,-0.0564,0.0322,0.0324,0.619
20-Apr-23,AJANTPHARM,1299.9,1301.7,-0.0014,0.0167,0.0167,0.3191
20-Apr-23,AJMERA,304.45,309.15,-0.0153,0.0322,0.0321,0.6133
20-Apr-23,AJOONI,4.85,4.85,0,0.0407,0.0406,0.7757
20-Apr-23,AKASH,26.1,26.5,-0.0152,0.0388,0.0387,0.7394
20-Apr-23,AKASHAGRO,50.6,50.6,0,0,0,0
20-Apr-23,AKG,31.95,31.8,0.0047,0.0365,0.0364,0.6954
20-Apr-23,AKI,115.55,114.45,0.0096,0.0158,0.0158,0.3019
20-Apr-23,AKSHAR,65.65,62.45,0.05,0.0302,0.0304,0.5808
20-Apr-23,AKSHARCHEM,229.75,228.2,0.0068,0.031,0.0309,0.5903
20-Apr-23,AKSHOPTFBR,9.2,9.15,0.0054,0.0317,0.0316,0.6037
20-Apr-23,AKZOINDIA,2308.9,2307.75,0.0005,0.0136,0.0135,0.2579
20-Apr-23,ALANKIT,8.7,8.7,0,0.0293,0.0292,0.5579
20-Apr-23,ALBA,355,355,0,0.0025,0.0025,0.0478
20-Apr-23,ALBERTDAVD,600.1,601.5,-0.0023,0.0196,0.0195,0.3725
20-Apr-23,ALEMBICLTD,61.15,61.9,-0.0122,0.023,0.0229,0.4375
20-Apr-23,ALICON,790.2,801.8,-0.0146,0.0282,0.0282,0.5388
20-Apr-23,ALIROX,10,10,0,0,0,0
20-Apr-23,ALKALI,101.25,101.5,-0.0025,0.0395,0.0394,0.7527
20-Apr-23,ALKEM,3355.85,3341.45,0.0043,0.0132,0.0132,0.2522
20-Apr-23,ALKYLAMINE,2398.15,2443.3,-0.0187,0.0202,0.0202,0.3859
20-Apr-23,ALLCARGO,274.5,279.7,-0.0188,0.0292,0.0292,0.5579
20-Apr-23,ALLSEC,474.85,479.35,-0.0094,0.0249,0.0248,0.4738
20-Apr-23,ALMONDZ,67.4,68.2,-0.0118,0.0312,0.0311,0.5942
20-Apr-23,ALOKINDS,11.95,12.85,-0.0726,0.0308,0.0311,0.5942
20-Apr-23,ALPA,61.95,61.9,0.0008,0.0362,0.0361,0.6897
20-Apr-23,ALPHAGEO,215.65,217.95,-0.0106,0.0288,0.0287,0.5483
20-Apr-23,ALPSINDUS,1.45,1.3,0.1092,0.0621,0.0624,1.1922
20-Apr-23,AMARAJABAT,600.45,612.8,-0.0204,0.0182,0.0182,0.3477
20-Apr-23,AMARKANTAK,11.95,11.95,0,0,0,0
20-Apr-23,AMARVAN,10,10,0,0,0,0
20-Apr-23,AMBER,1854.15,1833.55,0.0112,0.023,0.0229,0.4375
20-Apr-23,AMBICAAGAR,20.95,20.65,0.0144,0.0333,0.0333,0.6362
20-Apr-23,AMBIKCO,1519.75,1500.4,0.0128,0.0245,0.0245,0.4681
20-Apr-23,AMBUJACEM,380.7,380.05,0.0017,0.0287,0.0287,0.5483
20-Apr-23,AMDIND,53.4,52.8,0.0113,0.0383,0.0382,0.7298
20-Apr-23,AMIORG,1064.35,1056.3,0.0076,0.0232,0.0232,0.4432
20-Apr-23,AMJLAND,24.15,23.55,0.0252,0.0309,0.0309,0.5903
20-Apr-23,AMRUTANJAN,615.5,624,-0.0137,0.0191,0.0191,0.3649
20-Apr-23,ANANDRATHI,860.75,859.45,0.0015,0.0131,0.0131,0.2503
20-Apr-23,ANANTRAJ,135.65,135.5,0.0011,0.034,0.0339,0.6477
20-Apr-23,ANDHRAPAP,463.1,458.05,0.011,0.0236,0.0236,0.4509
20-Apr-23,ANDHRSUGAR,114.2,114.65,-0.0039,0.0246,0.0245,0.4681
20-Apr-23,ANDREWYU,21.45,21.5,-0.0023,0.0259,0.0259,0.4948
20-Apr-23,ANGELONE,1238.4,1261.75,-0.0187,0.0264,0.0263,0.5025
20-Apr-23,ANIKINDS,33.6,32.7,0.0272,0.0376,0.0375,0.7164
20-Apr-23,ANKITMETAL,4.45,4.5,-0.0112,0.0406,0.0406,0.7757
20-Apr-23,ANMOL,225.05,224.4,0.0029,0.0254,0.0253,0.4834
20-Apr-23,ANTGRAPHIC,0.7,0.7,0,0.0449,0.0447,0.854
20-Apr-23,ANUP,1105.5,1081.15,0.0223,0.0253,0.0253,0.4834
20-Apr-23,ANURAS,1049.65,1032.15,0.0168,0.0214,0.0214,0.4088
20-Apr-23,ANZEN,102.4,102.4,0,0.0008,0.0008,0.0153
20-Apr-23,APARINDS,2807.95,2657.75,0.055,0.0352,0.0353,0.6744
20-Apr-23,APCL,179.65,178.75,0.005,0.0265,0.0265,0.5063
20-Apr-23,APCOTEXIND,543.2,530.8,0.0231,0.0273,0.0272,0.5197
20-Apr-23,APEX,199.7,199.5,0.001,0.025,0.025,0.4776
20-Apr-23,APLAPOLLO,1225.15,1230.15,-0.0041,0.0245,0.0244,0.4662
20-Apr-23,APLLTD,532.75,530.15,0.0049,0.017,0.017,0.3248
20-Apr-23,APOLLO,309.65,314.15,-0.0144,0.0326,0.0325,0.6209
20-Apr-23,APOLLOHOSP,4348.4,4320.35,0.0065,0.0189,0.0189,0.3611
20-Apr-23,APOLLOPIPE,581.15,588.55,-0.0127,0.0248,0.0247,0.4719
20-Apr-23,APOLLOTYRE,334.7,332.5,0.0066,0.0212,0.0211,0.4031
20-Apr-23,APOLSINHOT,1385.35,1391,-0.0041,0.0349,0.0348,0.6649
20-Apr-23,APTECHT,443.55,451.35,-0.0174,0.0316,0.0316,0.6037
20-Apr-23,APTUS,255.1,256.8,-0.0066,0.0258,0.0257,0.491
20-Apr-23,ARCHIDPLY,69.65,72.85,-0.0449,0.039,0.039,0.7451
20-Apr-23,ARCHIES,20.25,20,0.0124,0.0345,0.0344,0.6572
20-Apr-23,ARENTERP,33.1,33.15,-0.0015,0.0433,0.0432,0.8253
20-Apr-23,ARIES,175.85,177.5,-0.0093,0.0317,0.0317,0.6056
20-Apr-23,ARIHANTCAP,40.55,39.95,0.0149,0.0307,0.0306,0.5846
20-Apr-23,ARIHANTSUP,215.1,215.9,-0.0037,0.0321,0.032,0.6114
20-Apr-23,ARMANFIN,1431.55,1451.6,-0.0139,0.0288,0.0287,0.5483
20-Apr-23,AROGRANITE,41.3,43.2,-0.045,0.0302,0.0303,0.5789
20-Apr-23,ARROWGREEN,262.65,263.25,-0.0023,0.0369,0.0368,0.7031
20-Apr-23,ARSHIYA,6,6,0,0.0408,0.0407,0.7776
20-Apr-23,ARTEMISMED,76.05,74.8,0.0166,0.0283,0.0282,0.5388
20-Apr-23,ARTNIRMAN,50.8,51.05,-0.0049,0.0318,0.0318,0.6075
20-Apr-23,ARVEE,118.4,124.5,-0.0502,0.0377,0.0377,0.7203
20-Apr-23,ARVIND,96.25,94.6,0.0173,0.0269,0.0269,0.5139
20-Apr-23,ARVINDFASN,293.7,290.45,0.0111,0.0273,0.0272,0.5197
20-Apr-23,ARVSMART,318.35,316.4,0.0061,0.0311,0.031,0.5923
20-Apr-23,ASAHIINDIA,463.2,472.65,-0.0202,0.0262,0.0262,0.5006
20-Apr-23,ASAHISONG,224.35,218.4,0.0269,0.0249,0.0249,0.4757
20-Apr-23,ASAL,314.4,316.75,-0.0074,0.0361,0.036,0.6878
20-Apr-23,ASALCBR,368.8,370.65,-0.005,0.0205,0.0204,0.3897
20-Apr-23,ASHAPURMIN,132.75,131.25,0.0114,0.0342,0.0341,0.6515
20-Apr-23,ASHIANA,181.75,175.8,0.0333,0.0253,0.0254,0.4853
20-Apr-23,ASHIMASYN,14,13.85,0.0108,0.0302,0.0302,0.577
20-Apr-23,ASHOKA,85.35,85.15,0.0023,0.0245,0.0245,0.4681
20-Apr-23,ASHOKLEY,138.9,137.7,0.0087,0.0205,0.0204,0.3897
20-Apr-23,ASIANENE,95.25,92,0.0347,0.0317,0.0317,0.6056
20-Apr-23,ASIANHOTNR,159.25,151.75,0.0482,0.033,0.0331,0.6324
20-Apr-23,ASIANLAKTO,11.1,11.1,0,0,0,0
20-Apr-23,ASIANPAINT,2843.85,2809.65,0.0121,0.0151,0.0151,0.2885
20-Apr-23,ASIANTILES,50.8,48.95,0.0371,0.0298,0.0298,0.5693
20-Apr-23,ASMS,5.35,5.35,0,0.04,0.0399,0.7623
20-Apr-23,ASPINWALL,202.8,204.7,-0.0093,0.0315,0.0314,0.5999
20-Apr-23,ASSOFIN,10,10,0,0,0,0
20-Apr-23,ASTEC,1377.55,1350.65,0.0197,0.0292,0.0292,0.5579
20-Apr-23,ASTERDM,254.8,255.8,-0.0039,0.0234,0.0234,0.4471
20-Apr-23,ASTRAL,1418.6,1432.85,-0.01,0.021,0.021,0.4012
20-Apr-23,ASTRAMICRO,257.85,258.55,-0.0027,0.028,0.028,0.5349
20-Apr-23,ASTRAZEN,3137.5,3195.95,-0.0185,0.0178,0.0178,0.3401
20-Apr-23,ASTRON,25.25,25.5,-0.0099,0.0308,0.0307,0.5865
20-Apr-23,ATFL,835.65,838.4,-0.0033,0.0197,0.0197,0.3764
20-Apr-23,ATGL,928.2,930.35,-0.0023,0.0413,0.0412,0.7871
20-Apr-23,ATLANTA,15.25,15.5,-0.0163,0.038,0.0379,0.7241
20-Apr-23,ATLANTIC,10,10,0,0,0,0
20-Apr-23,ATUL,6954.35,6925.15,0.0042,0.0164,0.0164,0.3133
20-Apr-23,ATULAUTO,417.8,420.1,-0.0055,0.0321,0.032,0.6114
20-Apr-23,AUBANK,679.4,678.6,0.0012,0.0243,0.0243,0.4643
20-Apr-23,AURIONPRO,339.8,340.6,-0.0024,0.0328,0.0327,0.6247
20-Apr-23,AUROPHARMA,580.75,587.35,-0.0113,0.0207,0.0207,0.3955
20-Apr-23,AURUM,118.55,105.2,0.1195,0.026,0.0273,0.5216
20-Apr-23,AURUMCAP,9.7,9.7,0,0,0,0
20-Apr-23,AUSOMENT,63.1,63.1,0,0.029,0.0289,0.5521
20-Apr-23,AUTOAXLES,2382.3,2368.25,0.0059,0.0264,0.0263,0.5025
20-Apr-23,AUTOBEES,131.44,131.11,0.0025,0.0099,0.0099,0.1891
20-Apr-23,AUTOIND,70.9,72.7,-0.0251,0.0339,0.0339,0.6477
20-Apr-23,AVADHSUGAR,500.1,501,-0.0018,0.0307,0.0307,0.5865
20-Apr-23,AVAIL,10,10,0,0,0,0
20-Apr-23,AVALON,398.5,407.35,-0.022,0.0017,0.0023,0.0439
20-Apr-23,AVANTIFEED,364.3,363.8,0.0014,0.0199,0.0199,0.3802
20-Apr-23,AVONMORE,64.25,64.85,-0.0093,0.0116,0.0116,0.2216
20-Apr-23,AVROIND,119.95,122.4,-0.0202,0.0262,0.0262,0.5006
20-Apr-23,AVTNPL,84.95,83.95,0.0118,0.0274,0.0273,0.5216
20-Apr-23,AWHCL,255.9,258.5,-0.0101,0.022,0.0219,0.4184
20-Apr-23,AWL,411.5,408.3,0.0078,0.0313,0.0312,0.5961
20-Apr-23,AXISBANK,868.75,873.4,-0.0053,0.0174,0.0174,0.3324
20-Apr-23,AXISBNKETF,425,424.48,0.0012,0.0113,0.0113,0.2159
20-Apr-23,AXISBPSETF,10.89,10.88,0.0009,0.0019,0.0019,0.0363
20-Apr-23,AXISCADES,301.05,308.55,-0.0246,0.0357,0.0356,0.6801
20-Apr-23,AXISCETF,74.36,73.8,0.0076,0.0129,0.0129,0.2465
20-Apr-23,AXISGOLD,51.72,51.48,0.0047,0.0085,0.0085,0.1624
20-Apr-23,AXISHCETF,79.66,80.68,-0.0127,0.0096,0.0096,0.1834
20-Apr-23,AXISILVER,76.65,75.78,0.0114,0.0109,0.0109,0.2082
20-Apr-23,AXISNIFTY,187.54,187.6,-0.0003,0.0099,0.0098,0.1872
20-Apr-23,AXISTECETF,275.84,276.62,-0.0028,0.0149,0.0148,0.2828
20-Apr-23,AXITA,72.5,71.45,0.0146,0.028,0.028,0.5349
20-Apr-23,AXSENSEX,59.32,59.2,0.002,0.0013,0.0013,0.0248
20-Apr-23,AYMSYNTEX,69.8,68.7,0.0159,0.0293,0.0293,0.5598
20-Apr-23,BAFNAPH,84.05,84.05,0,0.0548,0.0547,1.045
20-Apr-23,BAGFILMS,4.2,4.35,-0.0351,0.0346,0.0346,0.661
20-Apr-23,BAIDFIN,34.7,35,-0.0086,0.0123,0.0122,0.2331
20-Apr-23,BAJAJ-AUTO,4314.35,4265.8,0.0113,0.0146,0.0146,0.2789
20-Apr-23,BAJAJCON,155.85,155.1,0.0048,0.0178,0.0178,0.3401
20-Apr-23,BAJAJELEC,1081,1075.2,0.0054,0.02,0.02,0.3821
20-Apr-23,BAJAJFINSV,1332.1,1331.35,0.0006,0.0202,0.0202,0.3859
20-Apr-23,BAJAJHCARE,320.45,323.85,-0.0106,0.0229,0.0228,0.4356
20-Apr-23,BAJAJHIND,14.45,14.9,-0.0307,0.0369,0.0368,0.7031
20-Apr-23,BAJAJHLDNG,6400.5,6315.5,0.0134,0.0196,0.0196,0.3745
20-Apr-23,BAJFINANCE,5912.65,5947.75,-0.0059,0.0199,0.0199,0.3802
20-Apr-23,BALAJITELE,40.15,40.3,-0.0037,0.0278,0.0277,0.5292
20-Apr-23,BALAMINES,2221.6,2345.85,-0.0544,0.0259,0.0262,0.5006
20-Apr-23,BALAXI,539.5,544.05,-0.0084,0.0293,0.0293,0.5598
20-Apr-23,BALKRISHNA,35.3,37.2,-0.0524,0.0391,0.0391,0.747
20-Apr-23,BALKRISIND,2041.8,2024.05,0.0087,0.0195,0.0194,0.3706
20-Apr-23,BALLARPUR,0.85,0.8,0.0606,0.0463,0.0464,0.8865
20-Apr-23,BALMLAWRIE,114.85,114.65,0.0017,0.0158,0.0157,0.2999
20-Apr-23,BALPHARMA,73.55,71.2,0.0325,0.0273,0.0274,0.5235
20-Apr-23,BALRAMCHIN,416.55,420.45,-0.0093,0.0256,0.0255,0.4872
20-Apr-23,BANARBEADS,80.3,79.95,0.0044,0.0312,0.0312,0.5961
20-Apr-23,BANARISUG,2765.1,2782.2,-0.0062,0.0209,0.0208,0.3974
20-Apr-23,BANCOINDIA,244.1,244.3,-0.0008,0.026,0.026,0.4967
20-Apr-23,BANDHANBNK,217.85,214.35,0.0162,0.025,0.0249,0.4757
20-Apr-23,BANG,39.7,39,0.0178,0.0349,0.0349,0.6668
20-Apr-23,BANKA,77.9,79.85,-0.0247,0.0316,0.0316,0.6037
20-Apr-23,BANKBARODA,177.75,177.25,0.0028,0.0251,0.0251,0.4795
20-Apr-23,BANKBEES,427.06,425.86,0.0028,0.0121,0.0121,0.2312
20-Apr-23,BANKINDIA,78.95,80.15,-0.0151,0.029,0.0289,0.5521
20-Apr-23,BANSWRAS,147.75,143.35,0.0302,0.0328,0.0328,0.6266
20-Apr-23,BARBEQUE,624.4,629.35,-0.0079,0.0248,0.0247,0.4719
20-Apr-23,BASANT,10,10,0,0,0,0
20-Apr-23,BASF,2335.7,2362.7,-0.0115,0.0204,0.0204,0.3897
20-Apr-23,BASML,40.75,40.9,-0.0037,0.0308,0.0307,0.5865
20-Apr-23,BATAINDIA,1458.85,1431.2,0.0191,0.0152,0.0153,0.2923
20-Apr-23,BAYERCROP,4072.3,4105.9,-0.0082,0.0144,0.0143,0.2732
20-Apr-23,BBETF0432,1055.19,1056.23,-0.001,0.002,0.002,0.0382
20-Apr-23,BBL,2692.35,2697.8,-0.002,0.0254,0.0254,0.4853
20-Apr-23,BBOX,136.8,138.45,-0.012,0.0327,0.0327,0.6247
20-Apr-23,BBTC,913.95,923.4,-0.0103,0.0204,0.0204,0.3897
20-Apr-23,BBTCL,219.2,222.75,-0.0161,0.018,0.018,0.3439
20-Apr-23,BCG,12.6,13.25,-0.0503,0.0458,0.0459,0.8769
20-Apr-23,BCLIND,440.35,439.15,0.0027,0.0326,0.0326,0.6228
20-Apr-23,BCONCEPTS,194.95,198.4,-0.0175,0.0291,0.0291,0.556
20-Apr-23,BCP,4.1,4.1,0,0.0357,0.0357,0.682
20-Apr-23,BDL,984.25,971.5,0.013,0.0273,0.0272,0.5197
20-Apr-23,BEARDSELL,22.2,22.25,-0.0022,0.0381,0.038,0.726
20-Apr-23,BECTORFOOD,586.35,594.65,-0.0141,0.0222,0.0221,0.4222
20-Apr-23,BEDMUTHA,56.05,56.3,-0.0045,0.0346,0.0345,0.6591
20-Apr-23,BEL,102.85,101.4,0.0142,0.0199,0.0199,0.3802
20-Apr-23,BEML,1213.6,1235,-0.0175,0.0248,0.0248,0.4738
20-Apr-23,BEPL,101.95,102.55,-0.0059,0.0253,0.0252,0.4814
20-Apr-23,BERGEPAINT,576.8,575.6,0.0021,0.0154,0.0153,0.2923
20-Apr-23,BESTAGRO,1106.4,1117.05,-0.0096,0.0319,0.0319,0.6094
20-Apr-23,BFINVEST,402.9,401.85,0.0026,0.0358,0.0357,0.682
20-Apr-23,BFUTILITIE,328.35,326.6,0.0053,0.0281,0.028,0.5349
20-Apr-23,BGRENERGY,52,52.05,-0.001,0.034,0.0339,0.6477
20-Apr-23,BHAGCHEM,1536.15,1505.2,0.0204,0.0233,0.0232,0.4432
20-Apr-23,BHAGERIA,138.9,142.2,-0.0235,0.0254,0.0254,0.4853
20-Apr-23,BHAGYANGR,47.3,47.15,0.0032,0.0298,0.0297,0.5674
20-Apr-23,BHAIRAV,10,10,0,0,0,0
20-Apr-23,BHANDARI,4.75,4.55,0.043,0.0387,0.0387,0.7394
20-Apr-23,BHARATFORG,787.6,780.55,0.009,0.0193,0.0192,0.3668
20-Apr-23,BHARATGEAR,121.7,122.7,-0.0082,0.036,0.0359,0.6859
20-Apr-23,BHARATRAS,9408.05,9430.85,-0.0024,0.021,0.021,0.4012
20-Apr-23,BHARATWIRE,157,163.65,-0.0415,0.0367,0.0368,0.7031
20-Apr-23,BHARTIARTL,772.3,764.65,0.01,0.0147,0.0147,0.2808
20-Apr-23,BHEL,76.25,75.4,0.0112,0.0264,0.0263,0.5025
20-Apr-23,BIGBLOC,130.5,131.5,-0.0076,0.0322,0.0321,0.6133
20-Apr-23,BIKAJI,374.9,374.5,0.0011,0.0163,0.0163,0.3114
20-Apr-23,BIL,180.65,176.1,0.0255,0.0318,0.0317,0.6056
20-Apr-23,BINANIIND,18.9,18,0.0488,0.0523,0.0523,0.9992
20-Apr-23,BINDALAGRO,20.85,20.8,0.0024,0.032,0.0319,0.6094
20-Apr-23,BIOCON,229.5,229.4,0.0004,0.0204,0.0203,0.3878
20-Apr-23,BIOFILCHEM,45.55,45.6,-0.0011,0.0361,0.036,0.6878
20-Apr-23,BIRET,279.46,278.72,0.0027,0.0105,0.0105,0.2006
20-Apr-23,BIRLACABLE,130.2,129.55,0.005,0.0337,0.0336,0.6419
20-Apr-23,BIRLACORPN,905.55,910.3,-0.0052,0.0222,0.0222,0.4241
20-Apr-23,BIRLAMONEY,51.85,51.5,0.0068,0.0251,0.0251,0.4795
20-Apr-23,BIUL,58,58,0,0,0,0
20-Apr-23,BLAL,259.55,272.7,-0.0494,0,0.0035,0.0669
20-Apr-23,BLBLIMITED,22.95,22.75,0.0088,0.0453,0.0451,0.8616
20-Apr-23,BLISSGVS,76.55,76.6,-0.0007,0.0233,0.0232,0.4432
20-Apr-23,BLKASHYAP,36.1,35.95,0.0042,0.03,0.0299,0.5712
20-Apr-23,BLS,167.7,169.3,-0.0095,0.0335,0.0334,0.6381
20-Apr-23,BLUECOAST,3.8,3.8,0,0.1042,0.1039,1.985
20-Apr-23,BLUEDART,6012.7,6068.5,-0.0092,0.0179,0.0179,0.342
20-Apr-23,BLUESTARCO,1487.1,1468.65,0.0125,0.0176,0.0175,0.3343
20-Apr-23,BODALCHEM,67.35,67.75,-0.0059,0.0234,0.0233,0.4451
20-Apr-23,BOHRAIND,100.75,104.85,-0.0399,0.0256,0.0257,0.491
20-Apr-23,BOMDYEING,83.2,84.25,-0.0125,0.03,0.0299,0.5712
20-Apr-23,BOROLTD,406.25,398,0.0205,0.027,0.027,0.5158
20-Apr-23,BORORENEW,481,449.8,0.0671,0.0273,0.0276,0.5273
20-Apr-23,BOSCHLTD,18740.75,18686.05,0.0029,0.0161,0.0161,0.3076
20-Apr-23,BPCL,343.7,342,0.005,0.0168,0.0167,0.3191
20-Apr-23,BPL,60.5,57.95,0.0431,0.0341,0.0342,0.6534
20-Apr-23,BRIGADE,498.95,498.55,0.0008,0.0223,0.0222,0.4241
20-Apr-23,BRISK,31,31,0,0,0,0
20-Apr-23,BRITANNIA,4256.35,4293.9,-0.0088,0.0137,0.0136,0.2598
20-Apr-23,BRNL,29.7,28.55,0.0395,0.0334,0.0335,0.64
20-Apr-23,BROOKS,67.3,68.05,-0.0111,0.0337,0.0336,0.6419
20-Apr-23,BSE,449.85,454.4,-0.0101,0.0247,0.0246,0.47
20-Apr-23,BSHSL,360.55,345.2,0.0435,0.0375,0.0376,0.7183
20-Apr-23,BSL,175.2,173.2,0.0115,0.0378,0.0377,0.7203
20-Apr-23,BSLGOLDETF,53.99,53.87,0.0022,0.0088,0.0088,0.1681
20-Apr-23,BSLNIFTY,19.86,19.86,0,0.0095,0.0095,0.1815
20-Apr-23,BSLSENETFG,57.56,57.53,0.0005,0.0092,0.0091,0.1739
20-Apr-23,BSOFT,258.9,258.1,0.0031,0.0247,0.0246,0.47
20-Apr-23,BTML,184.05,187.3,-0.0175,0.0172,0.0172,0.3286
20-Apr-23,BUCKINGHAM,10,10,0,0,0,0
20-Apr-23,BURNPUR,5,5,0,0.0425,0.0423,0.8081
20-Apr-23,BUTTERFLY,1176.6,1170.4,0.0053,0.0261,0.026,0.4967
20-Apr-23,BVCL,27.45,28.15,-0.0252,0.0296,0.0296,0.5655
20-Apr-23,BYKE,38.7,38.75,-0.0013,0.0335,0.0334,0.6381
20-Apr-23,CALSOFT,12.9,13.2,-0.023,0.0362,0.0361,0.6897
20-Apr-23,CAMLINFINE,170.55,174,-0.02,0.0294,0.0293,0.5598
20-Apr-23,CAMPUS,361.35,352.55,0.0247,0.0221,0.0221,0.4222
20-Apr-23,CAMS,2101.95,2114.15,-0.0058,0.0178,0.0177,0.3382
20-Apr-23,CANBK,296.65,295.05,0.0054,0.0248,0.0247,0.4719
20-Apr-23,CANFINHOME,563.35,564.5,-0.002,0.0232,0.0231,0.4413
20-Apr-23,CANTABIL,983.4,964.85,0.019,0.0294,0.0293,0.5598
20-Apr-23,CAPACITE,126.35,128.15,-0.0141,0.0309,0.0308,0.5884
20-Apr-23,CAPFIN,10,10,0,0,0,0
20-Apr-23,CAPLIPOINT,669.95,676.45,-0.0097,0.0218,0.0218,0.4165
20-Apr-23,CAPTRUST,68.3,70.45,-0.031,0.0381,0.0381,0.7279
20-Apr-23,CARBORUNIV,1037,981.95,0.0545,0.0197,0.02,0.3821
20-Apr-23,CAREERP,222.35,222.1,0.0011,0.0318,0.0318,0.6075
20-Apr-23,CARERATING,648.35,655.45,-0.0109,0.0225,0.0225,0.4299
20-Apr-23,CARTRADE,387.65,391.45,-0.0098,0.0238,0.0237,0.4528
20-Apr-23,CARYSIL,609.2,622.65,-0.0218,0.0284,0.0284,0.5426
20-Apr-23,CASTLE,25.35,25.35,0,0,0,0
20-Apr-23,CASTROLIND,115.8,116.9,-0.0095,0.0139,0.0139,0.2656
20-Apr-23,CCCL,1.25,1.3,-0.0392,0.0531,0.053,1.0126
20-Apr-23,CCHHL,7.3,7.45,-0.0203,0.0332,0.0332,0.6343
20-Apr-23,CCL,556.05,559.05,-0.0054,0.0215,0.0214,0.4088
20-Apr-23,CDSL,1010.85,1007.2,0.0036,0.0196,0.0196,0.3745
20-Apr-23,CEATLTD,1409.15,1427.55,-0.013,0.0229,0.0229,0.4375
20-Apr-23,CELEBRITY,14.35,14.15,0.014,0.04,0.04,0.7642
20-Apr-23,CENTENKA,370.35,372.4,-0.0055,0.0223,0.0222,0.4241
20-Apr-23,CENTEXT,10.55,9.1,0.1479,0.0326,0.0342,0.6534
20-Apr-23,CENTRAL,73.2,73.2,0,0,0,0
20-Apr-23,CENTRALBK,26.95,27.05,-0.0037,0.0293,0.0292,0.5579
20-Apr-23,CENTRUM,18.45,18.9,-0.0241,0.0284,0.0284,0.5426
20-Apr-23,CENTUM,785.4,789.35,-0.005,0.0331,0.033,0.6305
20-Apr-23,CENTURYPLY,519.65,523.05,-0.0065,0.0205,0.0205,0.3917
20-Apr-23,CENTURYTEX,679.3,682.75,-0.0051,0.0233,0.0233,0.4451
20-Apr-23,CERA,6283.9,6339.25,-0.0088,0.0204,0.0203,0.3878
20-Apr-23,CEREBRAINT,7.25,7.55,-0.0405,0.0406,0.0406,0.7757
